10, 4, 2048,  1, 1.0, 0.9, 4 ,1303.7, 87.46776549106534, 2022.6, 116.08807001582892, 181.5, 25.985572920372565, 11, 0
null, 10, 4, 512,  1, 1.0, 0.8, 4, 512, 4000,  ,154.1, 38.92158784016912, 468.1, 34.912605173489986, 39.0, 9.370165420097983, 11, 0
