4, 4, 11,  2, 1.0, 0.9, 4 ,10.2, 6.6000000000000005, 22.2, 14.844527611210806, 3.2, 2.993325909419153, 11, 0
8, 4, 11,  2, 1.0, 0.9, 4 ,9.1, 6.268173577685928, 12.9, 7.917701686727027, 1.6, 1.7435595774162698, 11, 0
